PCode,REGION,DISTRICT,Code_CSREF,STRUCTURE,PCODE2,TYPE,DATE OUVERTURE,NBRE VILLAGE,DISTANCE,ACCESSIBILITE,Source,obs,Longitude,Latitude
ML05R02C014,MOPTI,BANDIAGARA,ML05R02,KENDIE,ML05R02C014,CSCOM,1-Apr-1996,30,0,OUI,OMS Survey,,-3.509590273,14.67345022
ML02R01C005,KOULIKORO,KOULIKORO,ML02R01,KENENKOU,ML02R01C005,CSCOM,11-Mar-1997,21,52,OUI,OMS Survey,,-7.248199777,13.10640472
ML01R04C013,KAYES,KENIEBA,ML01R04,KENIEBA CENTRAL,ML01R04C013,CSCOM,1-Jan-2004,25,8,NON,OMS Survey,,-11.23916503,12.84000897
ML01R04C000,KAYES,KENIEBA,ML01R04,KENIEBA CSREF,ML01R04C000,CSRef,1-Oct-2005,0,250,,OMS Survey,,-11.23916503,12.84000897
ML02R05C005,KOULIKORO,KANGABA,ML02R05,KENIEBA-KANGABA,ML02R05C005,CSCOM,15-Jun-1997,6,30,OUI,OMS Survey,,-8.6181,12.03718
ML02R05C006,KOULIKORO,KANGABA,ML02R05,KENIEGOUE,ML02R05C006,CSCOM,30-Jun-1995,7,32,NON,OMS Survey,,-8.619819278,11.7638346
ML01R04C014,KAYES,KENIEBA,ML01R04,KENIEGOULOU,ML01R04C014,CSCOM,1-Sep-2009,10,135,OUI,OMS Survey,,-11.56942853,13.48346572
ML01R05C023,KAYES,KITA,ML01R05,KENIENIFE,ML01R05C023,CSCOM,1-Mar-2011,4,135,OUI,OMS Survey,,-9.68577,13.55399
ML02R04C010,KOULIKORO,FANA,ML02R04,KERELA,ML02R04C010,CSCOM,1-Mar-2005,12,12,OUI,OMS Survey,,-6.838297901,12.7382801
ML05R05C009,MOPTI,DOUENTZA,ML05R05,KERENA,ML05R05C009,CSCOM,15-Apr-2008,3,35,OUI,OMS Survey,,-2.687478022,15.0282356
ML07R03C013,GAO,BOUREM,ML07R03,KERMACHOE,ML07R03C013,CSCOM,1-Jan-2000,3,175,OUI,OMS Survey,,-1.466776227,17.20385387
ML04R04C003,SEGOU,MACINA,ML04R04,KERMETOGO,ML04R04C003,CSCOM,1-Jan-2004,9,95,NON,OMS Survey,,-4.94544,13.94725
ML02R02C006,KOULIKORO,BANAMBA,ML02R02,KEROUANE,ML02R02C006,CSCOM,15-Feb-1995,1,9999,OUI,OMS Survey,,-7.32158,13.40887
ML01R07C011,KAYES,YELIMANE,ML01R07,KERSIGNANE D,ML01R07C011,CSCOM,1-Jan-1997,3,55,OUI,OMS Survey,,-10.98611266,14.98673897
ML01R07C012,KAYES,YELIMANE,ML01R07,KERSIGNANE KANIAGA,ML01R07C012,CSCOM,1-Dec-1995,4,0,OUI,OMS Survey,,-10.16956078,15.39165797
,TOMBOUCTOU,Goundam,,KESSOUBIBI,0,CSCOM,,,,,Cluster Nutrition,,-3.22055,16.550429
,GAO,Ansongo,,KEYGOUROUTANE,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML02R02C007,KOULIKORO,BANAMBA,ML02R02,KIBAN,ML02R02C007,CSCOM,1-Jan-1998,7,10,OUI,OMS Survey,,-7.335918527,13.57493947
ML09R01C006,KIDAL,KIDAL,ML09R01,KIDAL CENTRAL,ML09R01C006,CSCOM,1-Jan-2008,2,1,NON,OMS Survey,,1.401566982,18.43769348
ML09R01C000,KIDAL,KIDAL,ML09R01,KIDAL CSREF,ML09R01C000,CSRef,1-Jan-2006,0,260,,OMS Survey,,1.401566982,18.43769348
ML03R09C006,SIKASSO,YOROSSO,ML03R09,KIFFOSSO,ML03R09C006,CSCOM,1-Jan-1998,30,30,OUI,OMS Survey,,-4.899977774,12.5011401
ML03R04C003,SIKASSO,KIGNAN,ML03R04,KIGNAN,ML03R04C003,CSCOM,1-Jan-1996,15,2,OUI,OMS Survey,,-6.014043775,11.84860572
ML03R04C000,SIKASSO,KIGNAN,ML03R04,KIGNAN CSREF,ML03R04C000,CSRef,1-Jan-2010,0,90,,OMS Survey,,-6.014043775,11.84860572
ML05R05C010,MOPTI,DOUENTZA,ML05R05,KIKARA,ML05R05C010,CSCOM,12-Apr-2005,8,65,OUI,OMS Survey,,-2.750707022,15.2078026
ML04R07C012,SEGOU,SAN,ML04R07,KIMPARANA,ML04R07C012,CSCOM,1-Jun-1999,21,52,NON,OMS Survey,,-4.88862,12.84296
ML01R07C013,KAYES,YELIMANE,ML01R07,KIRANE,ML01R07C013,CSCOM,1-Jun-1999,2,65,NON,OMS Survey,,-10.22369953,15.4087696
ML04R05C007,SEGOU,MARKALA,ML04R05,KIRANGO,ML04R05C007,CSCOM,28-Jun-2010,7,3,OUI,OMS Survey,,-5.86817,13.63833
ML06R02C008,TOMBOUCTOU,DIRE,ML06R02,KIRCHAMBA,ML06R02C008,CSCOM,1-Jun-2005,8,30,NON,OMS Survey,,-3.246399273,16.3485196
ML05R07C008,MOPTI,TENENKOU,ML05R07,KITA,ML05R07C008,CSCOM,22-Mar-2011,9,120,OUI,OMS Survey,,-4.8913,15.06019
ML01R05C000,KAYES,KITA,ML01R05,KITA CSREF,ML01R05C000,CSRef,1-Jan-1990,0,178,,OMS Survey,,-4.8913,15.06019
ML03R01C026,SIKASSO,SIKASSO,ML03R01,KLELA,ML03R01C026,CSCOM,1-Jan-1995,1,40,OUI,OMS Survey,,-5.6650409,11.68813085
ML03R02C019,SIKASSO,BOUGOUNI,ML03R02,KLE-SOKORO,ML03R02C019,CSCOM,11-Sep-2005,6,15,OUI,OMS Survey,,-7.431,11.34
ML05R04C007,MOPTI,DJENNE,ML05R04,KOA,ML05R04C007,CSCOM,15-Oct-1997,7,85,NON,OMS Survey,,-4.6811,14.16061
ML01R05C024,KAYES,KITA,ML01R05,KOBRY,ML01R05C024,CSCOM,1-Jun-2006,17,65,OUI,OMS Survey,,-9.899903654,13.11606211
ML01R07C014,KAYES,YELIMANE,ML01R07,KODJE,ML01R07C014,CSCOM,1-Jun-2002,1,15,OUI,OMS Survey,,-10.52962278,15.20139972
,SEGOU,Baroueli,,KODOUGOUNI,0,CSCOM,,,,,Cluster Nutrition,,-6.646092,12.973193
ML04R04C004,SEGOU,MACINA,ML04R04,KOE,ML04R04C004,CSCOM,1-Jan-1998,11,105,OUI,OMS Survey,,-4.92614,13.72955
,KAYES,Kita,,KOFEBA,0,CSCOM,,,,,Cluster Nutrition,,-9.58544,13.026984
,KAYES,KENIEBA,,KOFOULABE,0,CSCOM,,,,,Cluster Nutrition,,-11.069388,12.212435
ML04R05C008,SEGOU,MARKALA,ML04R05,KOILA,ML04R05C008,CSCOM,15-Jan-2002,7,0,OUI,OMS Survey,,-5.68952,13.57189
,SIKASSO,Koutiala,,KOKO,0,CSCOM,,,,,Cluster Nutrition,Present dans 2 commune du meme cercle Koutiala,,
,KOULIKORO,Kati,,KOKO,0,CSCOM,,,,,Cluster Nutrition,2 villages ,,
ML01R05C026,KAYES,KITA,ML01R05,KOKOFATA,ML01R05C026,CSCOM,1-Feb-2008,7,1,OUI,OMS Survey,,-9.87429,12.66323
ML03R08C009,SIKASSO,YANFOLILA,ML03R08,KOKOUN,ML03R08C009,CSCOM,20-Aug-2006,2,13,,OMS Survey,,-7.873653652,10.74084722
ML04R04C005,SEGOU,MACINA,ML04R04,KOKRY,ML04R04C005,CSCOM,1-Jan-1995,19,18,NON,OMS Survey,,-5.5136874,13.95512835
ML03R02C020,SIKASSO,BOUGOUNI,ML03R02,KOLA,ML03R02C020,CSCOM,1-Oct-2006,5,94,OUI,OMS Survey,,-6.833,11.53999991
ML02R03C009,KOULIKORO,DIOILA,ML02R03,KOLA,ML02R03C009,CSCOM,15-May-1995,2,15,OUI,OMS Survey,,-6.84027,12.07222
ML02R01C006,KOULIKORO,KOULIKORO,ML02R01,KOLEBOUGOU,ML02R01C006,CSCOM,1-May-1994,11,3,OUI,OMS Survey,,-7.70115,12.87525
ML02R02C008,KOULIKORO,BANAMBA,ML02R02,KOLOBO,ML02R02C008,CSCOM,1-Jan-2005,6,25,OUI,OMS Survey,,-7.2367,13.45468
ML03R02C021,SIKASSO,BOUGOUNI,ML03R02,KOLOGO,ML03R02C021,CSCOM,1-Jan-1997,21,21,OUI,OMS Survey,,-7.484362402,11.2204236
ML02R07C004,KOULIKORO,KOLOKANI,ML02R07,KOLOKANI CENT0AL,ML02R07C004,CSCOM,22-Mar-1999,24,1,OUI,OMS Survey,,-8.034720402,13.57117672
ML02R07C000,KOULIKORO,KOLOKANI,ML02R07,KOLOKANI CSREF,ML02R07C000,CSRef,3-Aug-1996,0,120,,OMS Survey,,-8.034720402,13.57117672
ML03R01C027,SIKASSO,SIKASSO,ML03R01,KOLOKOBA,ML03R01C027,CSCOM,1-Jan-1997,12,52,OUI,OMS Survey,,-5.998203275,11.20943435
ML03R05C009,SIKASSO,KOLONDIEBA,ML03R05,KOLONDIEBA CENTRAL,ML03R05C009,CSCOM,1-Aug-2008,26,0,OUI,OMS Survey,,-6.892828401,11.08354147
ML03R05C000,SIKASSO,KOLONDIEBA,ML03R05,KOLONDIEBA CSREF,ML03R05C000,CSRef,1-Jan-1994,0,200,,OMS Survey,,-6.892828401,11.08354147
ML01R02C014,KAYES,OUSSOUBIDIAGNA,ML01R02,KOLONDINKOYE,ML01R02C014,CSCOM,1-Dec-2010,10,78,NON,OMS Survey,,-10.65877878,14.30580492
ML04R04C006,SEGOU,MACINA,ML04R04,KOLONGO,ML04R04C006,CSCOM,1-Jan-1995,41,45,NON,OMS Survey,,-5.68706365,13.87288022
,SEGOU,MACINA,,KOLONGOTOMO,0,CSCOM,,,,,Cluster Nutrition,,-5.687064,13.87288
ML03R06C014,SIKASSO,KOUTIALA,ML03R06,KOLONI,ML03R06C014,CSCOM,1-Jan-2011,3,55,OUI,OMS Survey,,-5.3272994,12.76400472
ML03R08C010,SIKASSO,YANFOLILA,ML03R08,KOLONI,ML03R08C010,CSCOM,1-Jan-2006,7,85,OUI,OMS Survey,,-7.762456402,11.03702572
,SIKASSO,Yanfolila,,KOLONI YANFOLILA,0,CSCOM,,,,,Cluster Nutrition,,-7.762456,11.037026
ML03R05C010,SIKASSO,KOLONDIEBA,ML03R05,KOLOSSO,ML03R05C010,CSCOM,1-Sep-2010,9,48,OUI,OMS Survey,,-6.549441776,11.11307447
ML05R01C007,MOPTI,MOPTI,ML05R01,KOMOGUEL 1,ML05R01C007,CSCOM,2-Jul-2006,9,0,NON,OMS Survey,,-4.19694,14.46144
ML04R06C010,SEGOU,NIONO,ML04R06,KOMOLA,ML04R06C010,CSCOM,14-Jan-1994,6,20,OUI,OMS Survey,,-6.02312,13.89749
ML04R05C009,SEGOU,MARKALA,ML04R05,KOMOLA - ZAFINA,ML04R05C009,CSCOM,1-Jul-2009,7,15,,OMS Survey,,,
ML06R02C009,TOMBOUCTOU,DIRE,ML06R02,KONDI,ML06R02C009,CSCOM,1-Jun-2004,9,18,OUI,OMS Survey,,-3.475824523,16.36718085
ML05R07C009,MOPTI,TENENKOU,ML05R07,KONDO,ML05R07C009,CSCOM,1-Jan-2004,14,13,NON,OMS Survey,,-4.855000024,14.5461111
ML02R04C011,KOULIKORO,FANA,ML02R04,KONI,ML02R04C011,CSCOM,21-Oct-1997,2,45,,OMS Survey,,-7.17778,12.85194
ML01R01C024,KAYES,KAYES,ML01R01,KONIAKARY,ML01R01C024,CSCOM,1-Sep-2000,1,65,OUI,OMS Survey,,-10.91333291,14.57777785
ML03R06C015,SIKASSO,KOUTIALA,ML03R06,KONINA - KOUTIALA,ML03R06C015,CSCOM,15-Dec-1997,9,90,OUI,OMS Survey,,-6.177741276,12.47527572
ML05R04C008,MOPTI,DJENNE,ML05R04,KONIO,ML05R04C008,CSCOM,20-Oct-1994,9,45,NON,OMS Survey,,-4.466666649,13.6708336
ML06R05C013,TOMBOUCTOU,NIAFUNKE,ML06R05,KONKOBOUGOU,ML06R05C013,CSCOM,1-Feb-2003,17,60,NON,OMS Survey,,-3.772206,15.512129
ML02R04C012,KOULIKORO,FANA,ML02R04,KONKON,ML02R04C012,CSCOM,1-Jan-2010,,,,OMS Survey,,-6.37639,12.18056
ML05R01C008,MOPTI,MOPTI,ML05R01,KONNA,ML05R01C008,CSCOM,1-Jan-1995,10,65,OUI,OMS Survey,,-3.892162773,14.94359522
ML04R02C009,SEGOU,BAROUELI,ML04R02,KONOBOUGOU,ML04R02C009,CSCOM,1-Jan-2000,28,20,OUI,OMS Survey,,-6.757319901,12.91615735
ML04R01C012,SEGOU,SEGOU,ML04R01,KONODI0INI,ML04R01C012,CSCOM,1-Jul-1996,16,20,OUI,OMS Survey,,-6.423467401,13.32184647
ML04R07C013,SEGOU,SAN,ML04R07,KONOSSO,ML04R07C013,CSCOM,27-Jul-2007,4,175,,OMS Survey,,-5.20778,12.945
ML03R06C016,SIKASSO,KOUTIALA,ML03R06,KONSEGUELA,ML03R06C016,CSCOM,15-Mar-1999,14,52,NON,OMS Survey,,-5.8801574,12.39864885
ML05R01C009,MOPTI,MOPTI,ML05R01,KONTZA PEULH,ML05R01C009,CSCOM,1-Jan-1997,6,90,NON,OMS Survey,,-3.82669,14.95787
ML05R06C012,MOPTI,KORO,ML05R06,KOPORO PEN,ML05R06C012,CSCOM,1-Jun-1999,19,35,OUI,OMS Survey,,-3.301203773,14.2229376
ML05R06C013,MOPTI,KORO,ML05R06,KOPORONA,ML05R06C013,CSCOM,10-Oct-1996,16,32,OUI,OMS Survey,,-3.358192273,14.12784835
ML05R07C010,MOPTI,TENENKOU,ML05R07,KORA,ML05R07C010,CSCOM,1-Jan-2008,22,15,NON,OMS Survey,,-4.882271399,14.53290435
ML01R06C013,KAYES,NIORO,ML01R06,KORERA KORE,ML01R06C013,CSCOM,1-Jan-1998,9,85,NON,OMS Survey,,-8.8473,15.01816
ML05R01C010,MOPTI,MOPTI,ML05R01,KORIENTZE,ML05R01C010,CSCOM,1-Jan-1998,11,150,NON,OMS Survey,,-3.787105898,15.3920981
ML05R02C015,MOPTI,BANDIAGARA,ML05R02,KORI-MAOUNDE,ML05R02C015,CSCOM,21-Mar-2003,5,27,NON,OMS Survey,,-3.80829,14.56676
ML05R08C006,MOPTI,YOUWAROU,ML05R08,KORMOU-PEULH,ML05R08C006,CSCOM,1-Jan-2011,13,75,OUI,OMS Survey,,-4.219667524,15.67202373
ML06R04C009,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,KORO BELLAH,ML06R04C009,CSCOM,1-Sep-2003,15,285,OUI,OMS Survey,,-2.66619,15.65027
ML05R06C014,MOPTI,KORO,ML05R06,KORO CENTRAL,ML05R06C014,CSCOM,1-Dec-1997,24,500,NON,OMS Survey,,-3.077304398,14.0591706
ML05R06C000,MOPTI,KORO,ML05R06,KORO CSREF,ML05R06C000,CSREF,1-Jan-2011,0,175,,OMS Survey,,-3.077304398,14.0591706
ML03R01C028,SIKASSO,SIKASSO,ML03R01,KORO-BARRAGE,ML03R01C028,CSCOM,1-May-1995,6,1,OUI,OMS Survey,,-5.703040525,12.00884172
ML02R08C014,KOULIKORO,NARA,ML02R08,KORONGA,ML02R08C014,CSCOM,1-Jan-2010,20,45,OUI,OMS Survey,,-7.610565402,15.33130585
ML04R07C014,SEGOU,SAN,ML04R07,KORO-SAN,ML04R07C014,CSCOM,1-Jun-1999,6,65,OUI,OMS Survey,,-4.76972,13.35356
ML01R05C027,KAYES,KITA,ML01R05,KOTOUBA,ML01R05C027,CSCOM,1-May-2005,5,145,NON,OMS Survey,,-8.724999153,13.47313698
ML02R04C013,KOULIKORO,FANA,ML02R04,KOTOULA,ML02R04C013,CSCOM,1-Oct-2010,7,0,OUI,OMS Survey,,-7.20444,12.4425
ML05R04C009,MOPTI,DJENNE,ML05R04,KOUAKOUROU,ML05R04C009,CSCOM,28-Oct-1994,12,55,NON,OMS Survey,,-4.51763,14.1352
ML05R07C011,MOPTI,TENENKOU,ML05R07,KOUBI,ML05R07C011,CSCOM,1-Jan-2002,22,22,NON,OMS Survey,,-4.866944274,14.39416697
ML03R01C029,SIKASSO,SIKASSO,ML03R01,KOUGNAN,ML03R01C029,CSCOM,1-Jan-2006,1,127,OUI,OMS Survey,,-6.515,11.62
ML05R04C010,MOPTI,DJENNE,ML05R04,KOUI0A,ML05R04C010,CSCOM,27-Jul-1995,11,1,NON,OMS Survey,,-4.75911,13.73431
ML02R01C007,KOULIKORO,KOULIKORO,ML02R01,KOULA,ML02R01C007,CSCOM,1-Aug-1994,15,35,NON,OMS Survey,,-7.653055652,13.11583322
ML04R08C005,SEGOU,TOMINIAN,ML04R08,KOULA,ML04R08C005,CSCOM,14-Mar-2000,20,53,OUI,OMS Survey,,-4.273152024,13.2412121
ML04R03C013,SEGOU,BLA,ML04R03,KOULANDOUGOU,ML04R03C013,CSCOM,2-Feb-2002,11,67,OUI,OMS Survey,,-5.28219,13.16605
ML02R01C000,KOULIKORO,KOULIKORO,ML02R01,KOULIKORO CSREF,ML02R01C000,CSRef,1-Jan-1994,0,65,,OMS Survey,,-7.44093,12.96802
ML02R01C008,KOULIKORO,KOULIKORO,ML02R01,KOULIKORO-BA,ML02R01C008,CSCOM,11-Mar-1997,21,52,OUI,OMS Survey,,-7.44093,12.96802
ML05R03C010,MOPTI,BANKASS,ML05R03,KOULOGON,ML05R03C010,CSCOM,4-Mar-2004,16,35,OUI,OMS Survey,,-3.442230023,13.81467822
ML05R03C011,MOPTI,BANKASS,ML05R03,KOULOU,ML05R03C011,CSCOM,1-Feb-2007,7,75,NON,OMS Survey,,-3.803832273,13.69235597
,KOULIKORO,Kati,,KOULOUBA,0,CSCOM,,,,,Cluster Nutrition,1 village ms dans Kolokani,,
ML06R05C014,TOMBOUCTOU,NIAFUNKE,ML06R05,KOUMAIRA,ML06R05C014,CSCOM,5-May-2005,24,18,OUI,OMS Survey,,-3.864635148,15.7836251
ML03R04C004,SIKASSO,KIGNAN,ML03R04,KOUMANKOU,ML03R04C004,CSCOM,1-Jan-2010,2,1,OUI,OMS Survey,,-6.140277901,12.09861085
ML03R01C030,SIKASSO,SIKASSO,ML03R01,KOUMANKOUN,ML03R01C030,CSCOM,11-Sep-1994,1,1,OUI,OMS Survey,,-6.140277901,12.09861085
ML03R02C022,SIKASSO,BOUGOUNI,ML03R02,KOUMANTOU,ML03R02C022,CSCOM,1-Sep-1995,18,70,OUI,OMS Survey,,-6.845656026,11.40317197
ML03R09C007,SIKASSO,YOROSSO,ML03R09,KOUMBIA,ML03R09C007,CSCOM,1-Jan-2004,10,55,OUI,OMS Survey,,-4.689992274,12.59194897
ML02R07C005,KOULIKORO,KOLOKANI,ML02R07,KOUMI,ML02R07C005,CSCOM,1-Jan-2008,13,10,NON,OMS Survey,,-8.01692,13.53463
ML01R02C015,KAYES,BAFOULABE,ML01R02,KOUNDIAN,ML01R02C015,CSCOM,1-Sep-2006,6,140,OUI,OMS Survey,,-10.68289716,13.16116597
ML01R03C014,KAYES,DIEMA,ML01R03,KOUNGO,ML01R03C014,CSCOM,25-Dec-2009,13,55,NON,OMS Survey,,-9.35299,14.79937
ML03R06C017,SIKASSO,KOUTIALA,ML03R06,KOUNIANA,ML03R06C017,CSCOM,1-Jul-2002,10,45,OUI,OMS Survey,,-5.12740315,12.5725866
ML03R01C031,SIKASSO,SIKASSO,ML03R01,KOUNKOBA,ML03R01C031,CSCOM,26-Mar-2001,7,100,OUI,OMS Survey,,-6.434444401,11.60444447
,SIKASSO,Koutiala,,KOUO,0,CSCOM,,,,,Cluster Nutrition,,-6.059714,12.370636
ML06R02C010,TOMBOUCTOU,DIRE,ML06R02,KOURA,ML06R02C010,CSCOM,15-May-2008,5,30,OUI,OMS Survey,,-3.22141,16.395494
ML02R05C007,KOULIKORO,KANGABA,ML02R05,KOUREMALE,ML02R05C007,CSCOM,1-Jan-2001,1,17,OUI,OMS Survey,,-8.779722222,11.95611111
ML02R09C008,KOULIKORO,OUELESSEBOUGOU,ML02R09,KOUROUBA,ML02R09C008,CSCOM,28-Jun-2000,5,50,NON,OMS Survey,,-8.288430778,12.0086516
ML01R06C014,KAYES,NIORO,ML01R06,KOUROUKERE,ML01R06C014,CSCOM,1-Jan-2008,2,42,OUI,OMS Survey,,-8.956876528,15.13921585
ML01R04C015,KAYES,KENIEBA,ML01R04,KOUROUKOTO,ML01R04C015,CSCOM,1-Mar-2008,7,175,OUI,OMS Survey,,-10.40249253,12.6032731
ML03R04C005,SIKASSO,KIGNAN,ML03R04,KOUROUMA,ML03R04C005,CSCOM,1-Jan-2006,9,1,OUI,OMS Survey,,-5.83470765,11.87838885
ML04R06C011,SEGOU,NIONO,ML04R06,KOUROUMA,ML04R06C011,CSCOM,10-May-1997,11,60,OUI,OMS Survey,,-5.75962,14.70146
ML01R05C028,KAYES,KITA,ML01R05,KOUROUNINKOTO,ML01R05C028,CSCOM,1-Jul-2008,8,111,OUI,OMS Survey,,-9.576611529,13.85652335
ML02R06C027,KOULIKORO,KATI,ML02R06,KOURSALE,ML02R06C027,CSCOM,1-Jan-2011,4,0,NON,OMS Survey,,-8.183441389,12.25022361
ML03R09C008,SIKASSO,YOROSSO,ML03R09,KOURY,ML03R09C008,CSCOM,1-Jan-1996,8,30,OUI,OMS Survey,,-4.814309024,12.18270947
ML01R01C025,KAYES,KAYES,ML01R01,KOUSSANE,ML01R01C025,CSCOM,1-Nov-2000,28,75,NON,OMS Survey,,-11.23832716,14.8810185
ML03R06C000,SIKASSO,KOUTIALA,ML03R06,KOUTIALA,ML03R06C000,CSRef,1-Jan-2000,0,130,,OMS Survey,,-5.4639199,12.38948185
ML03R06C018,SIKASSO,KOUTIALA,ML03R06,KOUTIALA CENTRAL,ML03R06C018,CSCOM,1-Jan-2011,1,0,OUI,OMS Survey,,-5.4639199,12.38948185
ML03R06C019,SIKASSO,KOUTIALA,ML03R06,KOUTIALA HAMDALLAYE,ML03R06C019,CSCOM,1-Jan-1998,1,0,OUI,OMS Survey,,-5.469,12.38
ML04R03C014,SEGOU,BLA,ML04R03,KOUTIENSO,ML04R03C014,CSCOM,25-Nov-2009,2,67,OUI,OMS Survey,,-5.35773,12.96808
ML03R06C020,SIKASSO,KOUTIALA,ML03R06,KOUWO,ML03R06C020,CSCOM,1-Jan-1997,5,65,OUI,OMS Survey,,-6.059713525,12.37063593
ML01R05C025,KAYES,KITA,ML01R05,KP0EBA,ML01R05C025,CSCOM,1-Oct-2007,21,11,NON,OMS Survey,,-9.604444529,13.07583335
ML01R07C015,KAYES,YELIMANE,ML01R07,KREMIS,ML01R07C015,CSCOM,1-Jul-2002,5,45,OUI,OMS Survey,,-10.3446269,15.35038385
ML07R02C009,GAO,ANSONGO,ML07R02,LABBEZANGA,ML07R02C009,CSCOM,31-Dec-2006,3,115,OUI,OMS Survey,,0.701111111,14.97194444
ML04R07C015,SEGOU,SAN,ML04R07,LAFIABOUGOU,ML04R07C015,CSCOM,15-Jan-2000,25,130,OUI,OMS Survey,,-4.90767,13.36829
ML01R03C015,KAYES,DIEMA,ML01R03,LAKAMANE,ML01R03C015,CSCOM,1-Dec-2003,8,0,OUI,OMS Survey,,-9.907355154,14.50418447
ML01R07C016,KAYES,YELIMANE,ML01R07,LAKANGUEMOU,ML01R07C016,CSCOM,1-Sep-2010,1,60,OUI,OMS Survey,,-10.2771584,15.42447097
ML01R07C017,KAYES,YELIMANE,ML01R07,LAMBATRA,ML01R07C017,CSCOM,1-Aug-2007,1,95,OUI,OMS Survey,,-10.42668539,14.80405875
ML01R03C016,KAYES,DIEMA,ML01R03,LAMBIDOU,ML01R03C016,CSCOM,1-Oct-2002,4,65,NON,OMS Survey,,-9.550000154,14.31111147
ML03R03C009,SIKASSO,KADIOLO,ML03R03,LANFIALA,ML03R03C009,CSCOM,9-Feb-2002,4,72,OUI,OMS Survey,,-5.708,10.82
ML04R08C006,SEGOU,TOMINIAN,ML04R08,LANFIALA,ML04R08C006,CSCOM,13-Jun-2002,25,90,NON,OMS Survey,,-4.149604899,13.49235622
ML01R01C026,KAYES,KAYES,ML01R01,LANY TOUNKA,ML01R01C026,CSCOM,1-Jan-1998,5,86,NON,OMS Survey,,-12.05589941,14.71412185
ML01R03C017,KAYES,DIEMA,ML01R03,LATAKAFF,ML01R03C017,CSCOM,1-Jun-2006,8,65,NON,OMS Survey,,-9.77736,14.61946
ML07R02C010,GAO,ANSONGO,ML07R02,LELLEHOYE,ML07R02C010,CSCOM,30-Jan-2007,6,20,OUI,OMS Survey,,0.468976481,15.54459148
ML06R05C015,TOMBOUCTOU,NIAFUNKE,ML06R05,LERE,ML06R05C015,CSCOM,1-Jan-2007,17,120,OUI,OMS Survey,,-4.909793024,15.70741585
ML05R03C012,MOPTI,BANKASS,ML05R03,LESSAGOU - HABE,ML05R03C012,CSCOM,14-Oct-2001,22,35,OUI,OMS Survey,,-3.603960023,13.81624985
ML01R01C027,KAYES,KAYES,ML01R01,LEYA,ML01R01C027,CSCOM,1-Jan-2008,3,35,,OMS Survey,,-11.83046453,15.10231885
ML07R01C013,GAO,GAO,ML07R01,LOBOU,ML07R01C013,CSCOM,20-Mar-2002,7,50,OUI,OMS Survey,,-0.098255496,16.26709068
ML03R01C032,SIKASSO,SIKASSO,ML03R01,LOBOUGOULA,ML03R01C032,CSCOM,3-Jun-1997,14,82,NON,OMS Survey,,-5.9813534,11.03444747
,SIKASSO,Kadiolo,,LOFIGUE,0,CSCOM,,,,,Cluster Nutrition,,-5.701949,10.636199
ML01R01C028,KAYES,KAYES,ML01R01,LOGOSABOUCIRE,ML01R01C028,CSCOM,1-Feb-2011,7,35,OUI,OMS Survey,,-11.31541,14.24467
ML03R08C011,SIKASSO,YANFOLILA,ML03R08,LONTOLA,ML03R08C011,CSCOM,1-Jan-2000,,,,OMS Survey,,-8.051,11.07
ML01R01C029,KAYES,KAYES,ML01R01,LONTOU,ML01R01C029,CSCOM,1-Nov-1997,9,16,OUI,OMS Survey,,-11.26437,14.35272
ML03R03C011,SIKASSO,KADIOLO,ML03R03,LOULOUNI,ML03R03C011,CSCOM,10-Oct-1996,12,50,OUI,OMS Survey,,-5.605671025,10.88866397
ML03R03C010,SIKASSO,KADIOLO,ML03R03,LP0IGUE,ML03R03C010,CSCOM,15-Nov-1998,5,13,OUI,OMS Survey,,-5.702,10.64
ML02R03C010,KOULIKORO,DIOILA,ML02R03,MABAN,ML02R03C010,CSCOM,15-Jun-2005,4,25,OUI,OMS Survey,,-6.59009,12.38129
ML04R04C007,SEGOU,MACINA,ML04R04,MACINA CENTRAL,ML04R04C007,CSCOM,1-Sep-2005,13,0,OUI,OMS Survey,,-5.36223415,13.95717322
ML04R04C000,SEGOU,MACINA,ML04R04,MACINA CSREF,ML04R04C000,CSRef,1-Jan-1992,0,150,,OMS Survey,,-5.36223415,13.95717322
ML01R02C016,KAYES,OUSSOUBIDIAGNA,ML01R02,MADALAYA,ML01R02C016,CSCOM,1-Dec-1998,7,70,OUI,OMS Survey,,-10.60819,14.02128
ML06R04C010,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,MADIAKOYE,ML06R04C010,CSCOM,27-Jul-1999,13,61,OUI,OMS Survey,,-2.363658397,16.74973923
ML05R04C011,MOPTI,DJENNE,ML05R04,MADIAMA,ML05R04C011,CSCOM,19-Jun-1995,14,25,OUI,OMS Survey,,-4.394300399,13.79147447
ML01R03C018,KAYES,DIEMA,ML01R03,MADIGA SACKO,ML01R03C018,CSCOM,1-Jun-1994,5,35,OUI,OMS Survey,,-9.305738028,14.3592416
ML01R02C017,KAYES,OUSSOUBIDIAGNA,ML01R02,MADIHAWAYA,ML01R02C017,CSCOM,1-Apr-2008,8,117,NON,OMS Survey,,-10.35874,14.15167
