PCode,REGION,DISTRICT,Code_CSREF,STRUCTURE,PCODE2,TYPE,DATE OUVERTURE,NBRE VILLAGE,DISTANCE,ACCESSIBILITE,Source,obs,Longitude,Latitude
ML04R04C014,SEGOU,MACINA,ML04R04,SOULEY,ML04R04C014,CSCOM,1-Jan-1995,11,20,NON,OMS Survey,,-5.2441829,13.87673122
ML04R04C015,SEGOU,MACINA,ML04R04,SOUMOUNI,ML04R04C015,CSCOM,7-May-2010,5,30,NON,OMS Survey,,-5.234444444,14.13611111
ML06R05C020,TOMBOUCTOU,NIAFUNKE,ML06R05,SOUMPI,ML06R05C020,CSCOM,4-Apr-2004,8,54,OUI,OMS Survey,,-4.322105649,15.84325985
ML04R07C026,SEGOU,SAN,ML04R07,SOUROUNTOUNA,ML04R07C026,CSCOM,1-Jun-1998,27,35,NON,OMS Survey,,-4.908768524,13.06376397
ML05R01C022,MOPTI,MOPTI,ML05R01,SOYE,ML05R01C022,CSCOM,1-Jan-2006,22,0,NON,OMS Survey,,-4.279263524,14.22726622
ML05R04C015,MOPTI,DJENNE,ML05R04,SP0ARA,ML05R04C015,CSCOM,20-Oct-1994,38,0,NON,OMS Survey,,-4.315555524,13.93583297
ML04R07C027,SEGOU,SAN,ML04R07,SY,ML04R07C027,CSCOM,1-Jun-1998,11,1,OUI,OMS Survey,,-4.980167899,13.5985351
ML01R02C030,KAYES,BAFOULABE,ML01R02,T0ANTI0OU,ML01R02C030,CSCOM,1-Dec-2003,2,156,OUI,OMS Survey,,-10.09014768,14.4455405
ML01R06C021,KAYES,NIORO,ML01R06,T0OUNGOUMBE,ML01R06C021,CSCOM,1-Jan-1998,4,52,OUI,OMS Survey,,-9.229167028,15.26472185
ML01R04C019,KAYES,KENIEBA,ML01R04,TABAKOTO,ML01R04C019,CSCOM,1-Feb-2008,3,15,OUI,OMS Survey,,-11.20173578,13.0015601
ML07R03C015,GAO,BOUREM,ML07R03,TABANKORT,ML07R03C015,CSCOM,1-Jan-2000,16,140,OUI,OMS Survey,,0.01609,18.4709
ML07R04C006,GAO,MENAKA,ML07R04,TABANKORT MENAKA,ML07R04C006,CSCOM,11-Dec-2002,12,85,NON,OMS Survey,,1.6297,15.5997
ML07R03C016,GAO,BOUREM,ML07R03,TABOYE,ML07R03C016,CSCOM,15-Mar-1999,4,140,OUI,OMS Survey,,-0.258611145,16.71472173
ML07R01C019,GAO,GAO,ML07R01,TACHARANE,ML07R01C019,CSCOM,10-Jan-2000,5,25,OUI,OMS Survey,,0.071708016,16.15170597
ML05R05C015,MOPTI,DOUENTZA,ML05R05,TACOUTI,ML05R05C015,CSCOM,1-Jan-2003,5,165,OUI,OMS Survey,,-3.39533,15.53336
ML01R01C040,KAYES,KAYES,ML01R01,TAFACIRGA,ML01R01C040,CSCOM,1-Jan-1998,7,92,NON,OMS Survey,,-12.18943653,14.7543256
ML05R04C017,MOPTI,DJENNE,ML05R04,TAGA,ML05R04C017,CSCOM,7-Nov-1994,16,1,NON,OMS Survey,,-4.398900524,13.96635122
ML07R04C007,GAO,MENAKA,ML07R04,TAGALALT,ML07R04C007,CSCOM,18-Jan-2004,10,160,OUI,OMS Survey,,3.14427,15.60001
ML03R07C006,SIKASSO,SELINGUE,ML03R07,TAGAN,ML03R07C006,CSCOM,28-Feb-1998,11,40,OUI,OMS Survey,,-8.332,11.47
ML09R03C002,KIDAL,TESSALIT,ML09R03,TAGHRIST,ML09R03C002,CSCOM,1-Jan-2001,19,1,NON,OMS Survey,,0.930999981,19.71879998
ML01R07C022,KAYES,YELIMANE,ML01R07,TAKABA,ML01R07C022,CSCOM,1-Feb-2010,5,9,NON,OMS Survey,,-10.47555541,15.03777785
ML07R02C012,GAO,ANSONGO,ML07R02,TALATAYE,ML07R02C012,CSCOM,1-Jan-2003,14,200,OUI,OMS Survey,,1.518052107,16.52497437
ML04R03C023,SEGOU,BLA,ML04R03,TALO BAMBANAN,ML04R03C023,CSCOM,1-Apr-2001,7,85,OUI,OMS Survey,,-5.324722222,13.23527778
ML07R04C008,GAO,MENAKA,ML07R04,TAMALET,ML07R04C008,CSCOM,1-Jan-2009,7,200,NON,OMS Survey,,3.62138,16.28411
ML02R01C015,KOULIKORO,KOULIKORO,ML02R01,TAMANI,ML02R01C015,CSCOM,1-Apr-1996,17,160,OUI,OMS Survey,,-6.85782,13.54722
ML04R02C018,SEGOU,BAROUELI,ML04R02,TAMANI,ML04R02C018,CSCOM,5-Nov-1996,8,30,OUI,OMS Survey,,-6.833588776,13.33467722
ML01R07C023,KAYES,YELIMANE,ML01R07,TAMBACARA,ML01R07C023,CSCOM,1-Nov-1995,6,25,NON,OMS Survey,,-10.83892603,15.07012685
ML01R05C038,KAYES,KITA,ML01R05,TAMBAGA,ML01R05C038,CSCOM,1-Jun-2008,10,45,OUI,OMS Survey,,-9.872634154,12.9696186
ML07R01C020,GAO,GAO,ML07R01,TAMKOUTAT,ML07R01C020,CSCOM,25-Jul-2003,5,140,OUI,OMS Survey,,1.46614,17.45476
ML02R06C042,KOULIKORO,KATI,ML02R06,TANIMA,ML02R06C042,CSCOM,1-Jan-1998,8,63,OUI,OMS Survey,,-7.51349,12.67735
ML05R05C016,MOPTI,DOUENTZA,ML05R05,TARABE,ML05R05C016,CSCOM,25-Nov-2004,19,90,OUI,OMS Survey,,-2.72525,14.99291
ML07R03C017,GAO,BOUREM,ML07R03,TARKINT,ML07R03C017,CSCOM,1-Jan-2000,20,95,OUI,OMS Survey,,0.05660248,17.45340435
ML07R02C013,GAO,ANSONGO,ML07R02,TASSIGA,ML07R02C013,CSCOM,1-Jul-2002,10,50,OUI,OMS Survey,,0.710761731,15.46990485
ML06R01C015,TOMBOUCTOU,TOMBOUCTOU,ML06R01,TEHERDJE,ML06R01C015,CSCOM,1-Jul-2002,7,47,OUI,OMS Survey,,-1.67419,17.70194
,MOPTI,YOUWAROU,ML05R08,TEINAL,0,CSCOM,,,,,Cluster Nutrition,A revoir,,
,KIDAL,TESSALIT,ML09R03,TELABIT,0,CSCOM,,,,,Cluster Nutrition,,0.994166667,19.06722222
ML03R04C006,SIKASSO,KIGNAN,ML03R04,TELLA,ML03R04C006,CSCOM,1-Jul-1998,3,35,OUI,OMS Survey,,-6.247777901,11.78722197
ML07R03C018,GAO,BOUREM,ML07R03,TEMERA,ML07R03C018,CSCOM,1-Jan-2000,20,85,OUI,OMS Survey,,-0.955698271,16.99522548
ML04R05C015,SEGOU,MARKALA,ML04R05,TEMOU,ML04R05C015,CSCOM,15-May-2010,5,0,OUI,OMS Survey,,-5.88908,13.67227
ML04R07C028,SEGOU,SAN,ML04R07,TENE,ML04R07C028,CSCOM,1-Jun-1995,23,52,OUI,OMS Survey,,-4.583625774,13.40867747
ML05R07C018,MOPTI,TENENKOU,ML05R07,TENENKOU CENTRAL,ML05R07C018,CSCOM,1-Jan-1994,12,1,OUI,OMS Survey,,-4.921910399,14.44783122
ML05R07C000,MOPTI,TENENKOU,ML05R07,TENENKOU CSREF,ML05R07C000,CSREF,1-Jan-1994,0,110,,OMS Survey,,-4.921910399,14.44783122
ML02R04C018,KOULIKORO,FANA,ML02R04,TENINDOUGOU,ML02R04C018,CSCOM,10-Jan-2010,5,80,OUI,OMS Survey,,-7.16311,12.52098
,KAYES,KENIEBA,,TERIYA SINCEKO,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
,SEGOU,Bla,,TERYIABOUGOU,0,CSCOM,,,,,Cluster Nutrition,Non localise,,
ML09R03C000,KIDAL,TESSALIT,ML09R03,TESSALIT CSREF,ML09R03C000,CSRef,1-Jan-2000,0,250,,OMS Survey,,1.01186,20.20126
ML04R02C019,SEGOU,BAROUELI,ML04R02,TESSERELA,ML04R02C019,CSCOM,2-May-2000,10,130,OUI,OMS Survey,,-6.179444276,13.18055535
ML07R02C014,GAO,ANSONGO,ML07R02,TESSIT,ML07R02C014,CSCOM,31-Dec-2007,5,75,OUI,OMS Survey,,0.306820481,15.22117022
ML04R08C013,SEGOU,TOMINIAN,ML04R08,TETOU,ML04R08C013,CSCOM,5-May-2003,15,68,OUI,OMS Survey,,-4.328620274,12.95897472
ML05R07C019,MOPTI,TENENKOU,ML05R07,THIAL,ML05R07C019,CSCOM,24-Jan-2010,9,12,OUI,OMS Survey,,-5.19281,14.33388
ML04R08C014,SEGOU,TOMINIAN,ML04R08,TI0ISSA,ML04R08C014,CSCOM,23-Aug-2001,19,105,NON,OMS Survey,,-4.206124274,13.82271772
ML02R09C012,KOULIKORO,OUELESSEBOUGOU,ML02R09,TIAKADOUGOU DIALACORO,ML02R09C012,CSCOM,17-Jan-2007,9,50,OUI,OMS Survey,,-8.10164,11.85031
ML04R05C016,SEGOU,MARKALA,ML04R05,TIBY,ML04R05C016,CSCOM,15-Jul-2009,7,13,,OMS Survey,,-5.80861,13.60944
ML01R06C018,KAYES,NIORO,ML01R06,TICHITT,ML01R06C018,CSCOM,1-Jan-2001,7,1,OUI,OMS Survey,,-9.63513,15.21452
ML01R01C041,KAYES,KAYES,ML01R01,TICHY LEYA,ML01R01C041,CSCOM,2-Jun-1999,2,80,OUI,OMS Survey,,-11.70727741,15.27037485
ML07R04C009,GAO,MENAKA,ML07R04,TIDERMENE,ML07R04C009,CSCOM,1-Oct-1906,14,100,OUI,OMS Survey,,2.424454,16.614028
,SIKASSO,Bougouni,,TIEFALA,0,CSCOM,,,,,Cluster Nutrition,,-6.65808,11.442526
ML02R09C013,KOULIKORO,OUELESSEBOUGOU,ML02R09,TIELE,ML02R09C013,CSCOM,1-Dec-2005,13,57,NON,OMS Survey,,-7.567392027,12.2983571
ML04R03C024,SEGOU,BLA,ML04R03,TIENABOUGOU,ML04R03C024,CSCOM,21-Feb-2001,8,84,OUI,OMS Survey,,-6.28116,12.67419
ML02R01C016,KOULIKORO,KOULIKORO,ML02R01,TIENFALA,ML02R01C016,CSCOM,2-Feb-1999,15,30,OUI,OMS Survey,,-7.751458652,12.73102822
ML06R02C012,TOMBOUCTOU,DIRE,ML06R02,TIENKOUR,ML06R02C012,CSCOM,1-Dec-2001,10,15,OUI,OMS Survey,,-3.324770023,16.25542073
ML03R08C014,SIKASSO,YANFOLILA,ML03R08,TIEOULENA,ML03R08C014,CSCOM,1-Jul-2009,5,13,,OMS Survey,,-7.954,11.13
ML03R06C038,SIKASSO,KOUTIALA,ML03R06,TIERE,ML03R06C038,CSCOM,1-Feb-1999,5,80,OUI,OMS Survey,,-5.4062864,11.89604122
ML01R02C028,KAYES,OUSSOUBIDIAGNA,ML01R02,TIGANA,ML01R02C028,CSCOM,1-Feb-1995,7,77,NON,OMS Survey,,-10.75669678,14.25846022
ML04R02C020,SEGOU,BAROUELI,ML04R02,TIGUI,ML04R02C020,CSCOM,1-Oct-2006,9,40,OUI,OMS Survey,,-6.65812,13.18802
ML05R05C017,MOPTI,DOUENTZA,ML05R05,TIGUILA,ML05R05C017,CSCOM,1-Jan-2003,10,175,,OMS Survey,,-1.854764772,14.87277235
ML06R03C012,TOMBOUCTOU,GOUNDAM,ML06R03,TILEMSI,ML06R03C012,CSCOM,1-Jan-2001,22,200,OUI,OMS Survey,,-5.135000275,16.39361185
,SEGOU,Tominian,,TIMISSA,0,CSCOM,,,,,Cluster Nutrition,,-4.206124,13.822718
ML09R03C003,KIDAL,TESSALIT,ML09R03,TIMTAGHÈNE (INABAG),ML09R03C003,CSCOM,1-Jan-2004,13,280,NON,OMS Survey,,-0.50049377,19.24760573
ML06R01C016,TOMBOUCTOU,TOMBOUCTOU,ML06R01,TIN - TELOUT,ML06R01C016,CSCOM,1-Jan-2006,1,29,OUI,OMS Survey,,-3.86397,19.20589
ML06R03C013,TOMBOUCTOU,GOUNDAM,ML06R03,TIN AICHA,ML06R03C013,CSCOM,1-Jul-2006,8,73,OUI,OMS Survey,,-4.032143649,16.76650735
,GAO,Gao,,TIN AOUKER,0,CSCOM,,,,,Cluster Nutrition,,0.171901,16.798727
,GAO,Ansongo,,TIN HAMMA,0,CSCOM,,,,,Cluster Nutrition,,0.801429,15.633521
ML07R04C010,GAO,MENAKA,ML07R04,TINAGAROF,ML07R04C010,CSCOM,15-Jun-2011,4,160,OUI,OMS Survey,,2.5603,15.88439
ML07R01C021,GAO,GAO,ML07R01,TIN-AOUKER,ML07R01C021,CSCOM,15-Mar-1999,19,80,OUI,OMS Survey,,0.50593,16.96534
,TOMBOUCTOU,Dire,,TINDIRMA,0,CSCOM,,,,,Cluster Nutrition,,-3.636851,16.129018
ML09R04C001,KIDAL,TIN-ESSAKO,ML09R04,TIN-ESSAKO CENTRAL,ML09R04C001,CSCOM,1-Jan-2010,7,36,NON,OMS Survey,,2.493056858,18.44403723
ML09R04C000,KIDAL,TIN-ESSAKO,ML09R04,TIN-ESSAKO CSREF,ML09R04C000,CSRef,1-Jan-2000,0,150,,OMS Survey,,2.493056858,18.44403723
ML02R04C019,KOULIKORO,FANA,ML02R04,TINGOLE,ML02R04C019,CSCOM,26-Feb-2006,6,20,OUI,OMS Survey,,-7.145601401,12.75067097
ML07R02C015,GAO,ANSONGO,ML07R02,TIN-HAMMA,ML07R02C015,CSCOM,3-Sep-2003,7,60,OUI,OMS Survey,,0.890555606,15.57999997
ML01R03C020,KAYES,DIEMA,ML01R03,TINKARE,ML01R03C020,CSCOM,1-Dec-2004,1,5,OUI,OMS Survey,,-9.15451,14.36426
ML02R09C014,KOULIKORO,OUELESSEBOUGOU,ML02R09,TINKELE,ML02R09C014,CSCOM,1-Jan-2003,7,0,OUI,OMS Survey,,-7.96463,11.90909
ML05R06C018,MOPTI,KORO,ML05R06,TINSAGOU,ML05R06C018,CSCOM,14-Aug-1994,16,45,OUI,OMS Survey,,-3.388311398,13.88126485
ML07R03C019,GAO,BOUREM,ML07R03,TINSAKOU,ML07R03C019,CSCOM,2-Feb-2010,5,200,OUI,OMS Survey,,-0.814051,17.008047
ML06R04C012,TOMBOUCTOU,GOURMA-RHAROUS,ML06R04,TINTADENI,ML06R04C012,CSCOM,1-Oct-2010,1,75,OUI,OMS Survey,,-1.08807,15.47037
ML06R03C014,TOMBOUCTOU,GOUNDAM,ML06R03,TINTARA,ML06R03C014,CSCOM,1-Jan-2008,1,8,OUI,OMS Survey,,-3.905945,16.168631
,TOMBOUCTOU,Tombouctou,,TIN-TELOUT,0,CSCOM,,,,,Cluster Nutrition,,-3.246944444,16.64916667
ML01R06C019,KAYES,NIORO,ML01R06,TINTIBA,ML01R06C019,CSCOM,1-Jan-1998,11,6,OUI,OMS Survey,,-9.73823,15.32057
,KIDAL,ABEIBARA,ML09R02,TINZAWATENE (NF),0,CSCOM,,,,,Cluster Nutrition,,2.866095,19.964352
ML03R05C014,SIKASSO,KOLONDIEBA,ML03R05,TIONGUI,ML03R05C014,CSCOM,1-Jan-2011,1,75,OUI,OMS Survey,,-6.384334651,10.75414997
ML02R07C021,KOULIKORO,KOLOKANI,ML02R07,TIORIBOUGOU,ML02R07C021,CSCOM,27-Dec-2008,15,23,NON,OMS Survey,,-7.991454527,13.37902997
ML03R02C033,SIKASSO,BOUGOUNI,ML03R02,TOBA,ML03R02C033,CSCOM,1-Jan-2008,7,0,OUI,OMS Survey,,-7.455,11.85999996
,SIKASSO,Bougouni,,TODOUGOU - KOLONDIE,0,CSCOM,,,,,Cluster Nutrition,,-7.229438,11.048347
ML04R08C015,SEGOU,TOMINIAN,ML04R08,TOGO,ML04R08C015,CSCOM,16-Mar-2000,8,45,OUI,OMS Survey,,-4.47972,13.59216
ML04R05C017,SEGOU,MARKALA,ML04R05,TOGOU,ML04R05C017,CSCOM,15-Jan-1995,7,0,OUI,OMS Survey,,-5.99924665,13.58919272
ML05R01C023,MOPTI,MOPTI,ML05R01,TOGUEL,ML05R01C023,CSCOM,1-Apr-2004,2,2,OUI,OMS Survey,,-4.19991,14.34411
ML05R07C020,MOPTI,TENENKOU,ML05R07,TOGUERE COUMBE,ML05R07C020,CSCOM,1-May-1995,18,75,NON,OMS Survey,,-4.593688274,14.91473122
ML02R05C012,KOULIKORO,KANGABA,ML02R05,TOMBOLA,ML02R05C012,CSCOM,15-Dec-1997,6,45,NON,OMS Survey,,-8.64008,11.58342
ML06R01C000,TOMBOUCTOU,TOMBOUCTOU,ML06R01,TOMBOUCTOU CSREF,ML06R01C000,CSRef,1-Jan-1988,0,2,,OMS Survey,,-3.00742,16.77348
ML02R01C017,KOULIKORO,KOULIKORO,ML02R01,TOMBOUGOU,ML02R01C017,CSCOM,1-Jan-2002,13,50,NON,OMS Survey,,-7.78569,13.04363
ML04R08C016,SEGOU,TOMINIAN,ML04R08,TOMINIAN CENTRAL,ML04R08C016,CSCOM,4-May-2003,26,1,OUI,OMS Survey,,-4.593125649,13.28364735
ML04R08C000,SEGOU,TOMINIAN,ML04R08,TOMINIAN CSREF,ML04R08C000,CSRef,1-Jul-2003,0,250,,OMS Survey,,-4.593125649,13.28364735
,SEGOU,Segou,,TONGO,0,CSCOM,,,,,Cluster Nutrition,,-5.81417,13.35122
ML05R01C024,MOPTI,MOPTI,ML05R01,TONGORONGO,ML05R01C024,CSCOM,11-May-2000,8,0,OUI,OMS Survey,,-4.12023,14.38318
ML05R05C018,MOPTI,DOUENTZA,ML05R05,TONGO-TONGO,ML05R05C018,CSCOM,1-Jul-1994,12,165,OUI,OMS Survey,,-2.61877,14.7844
ML04R04C016,SEGOU,MACINA,ML04R04,TONGUE,ML04R04C016,CSCOM,1-Jan-1997,18,65,NON,OMS Survey,,-5.27833315,13.59527785
ML06R03C015,TOMBOUCTOU,GOUNDAM,ML06R03,TONKA,ML06R03C015,CSCOM,1-Jan-2005,12,45,OUI,OMS Survey,,-3.749238273,16.1313181
ML04R03C025,SEGOU,BLA,ML04R03,TONTO,ML04R03C025,CSCOM,4-Dec-2000,8,82,OUI,OMS Survey,,-5.4083,12.71086
ML03R02C034,SIKASSO,BOUGOUNI,ML03R02,TORAKORO,ML03R02C034,CSCOM,1-Oct-1998,10,40,,OMS Survey,,-8.000511902,11.41832222
ML05R03C019,MOPTI,BANKASS,ML05R03,TORI (ASACOTO),ML05R03C019,CSCOM,5-May-1996,16,65,OUI,OMS Survey,,-3.708004273,13.61613885
ML01R03C021,KAYES,DIEMA,ML01R03,TORODO,ML01R03C021,CSCOM,1-Nov-2004,4,40,OUI,OMS Survey,,-8.92534,14.61159
ML02R06C043,KOULIKORO,KATI,ML02R06,TORODO,ML02R06C043,CSCOM,1-Jan-2005,16,45,OUI,OMS Survey,,-8.31243,13.13504
,SIKASSO,Kadiolo,,TOROKORO,0,CSCOM,,,,,Cluster Nutrition,,-6.062621,10.580454
ML05R06C019,MOPTI,KORO,ML05R06,TOROLI,ML05R06C019,CSCOM,14-May-1994,15,25,NON,OMS Survey,,-3.221304773,13.91998872
ML02R02C015,KOULIKORO,BANAMBA,ML02R02,TOTA,ML02R02C015,CSCOM,1-Jan-1990,6,22,OUI,OMS Survey,,-7.61637,13.71562
,SEGOU,MACINA,,TOUARA,0,CSCOM,,,,,Cluster Nutrition,,-5.213414,14.004763
ML01R02C029,KAYES,OUSSOUBIDIAGNA,ML01R02,TOUBA,ML01R02C029,CSCOM,1-Dec-2009,7,140,OUI,OMS Survey,,-10.5536604,13.71546872
ML02R02C016,KOULIKORO,BANAMBA,ML02R02,TOUBA,ML02R02C016,CSCOM,1-May-2001,13,12,OUI,OMS Survey,,-7.386647277,13.46584897
ML04R08C017,SEGOU,TOMINIAN,ML04R08,TOUBA,ML04R08C017,CSCOM,1-Oct-2003,11,68,OUI,OMS Survey,,-4.540655774,12.8518841
ML02R02C017,KOULIKORO,BANAMBA,ML02R02,TOUBACORO,ML02R02C017,CSCOM,1-Jan-1997,17,52,NON,OMS Survey,,-6.97852,13.99542
ML02R01C018,KOULIKORO,KOULIKORO,ML02R01,TOUGOUNI,ML02R01C018,CSCOM,1-Jan-1994,20,1,NON,OMS Survey,,-7.205980776,13.21705547
ML02R02C018,KOULIKORO,BANAMBA,ML02R02,TOUKOROBA,ML02R02C018,CSCOM,1-Jan-1997,9,50,OUI,OMS Survey,,-7.040054776,13.60645285
ML01R05C039,KAYES,KITA,ML01R05,TOUKOTO,ML01R05C039,CSCOM,1-Sep-2011,7,75,OUI,OMS Survey,,-9.871734779,13.44019335
,KAYES,OUSSOUBIDIAGNA,,TOUMBINASSOU,0,CSCOM,,,,,Cluster Nutrition,,-10.788926,14.301584
ML06R05C021,TOMBOUCTOU,NIAFUNKE,ML06R05,TOUMOUMOU,ML06R05C021,CSCOM,1-Jan-2006,9,20,OUI,OMS Survey,,-3.43486,15.89149
ML04R03C026,SEGOU,BLA,ML04R03,TOUNA,ML04R03C026,CSCOM,27-Feb-1993,17,22,NON,OMS Survey,,-5.835799275,13.1111271
ML04R07C029,SEGOU,SAN,ML04R07,TOURAKOLOMBA,ML04R07C029,CSCOM,1-Jun-2005,13,70,OUI,OMS Survey,,-5.041111024,12.72361085
ML01R06C020,KAYES,NIORO,ML01R06,TOUROUROU,ML01R06C020,CSCOM,5-May-1997,5,37,OUI,OMS Survey,,-9.23962,15.41912
ML02R07C022,KOULIKORO,KOLOKANI,ML02R07,TOUSSANA,ML02R07C022,CSCOM,17-Feb-1998,1,38,OUI,OMS Survey,,-8.41488,13.69262
ML03R05C015,SIKASSO,KOLONDIEBA,ML03R05,TOUSSEGUELA,ML03R05C015,CSCOM,1-Jan-1997,15,30,OUI,OMS Survey,,-6.630590026,11.06139947
ML03R05C016,SIKASSO,KOLONDIEBA,ML03R05,TOUTIALA,ML03R05C016,CSCOM,1-Oct-1997,12,57,OUI,OMS Survey,,-7.091879901,10.9741001
ML06R01C017,TOMBOUCTOU,TOMBOUCTOU,ML06R01,TOYA,ML06R01C017,CSCOM,26-Jun-2003,9,23,OUI,OMS Survey,,-3.047777898,16.65694423
,KAYES,OUSSOUBIDIAGNA,,TRENTIMOU,0,CSCOM,,,,,Cluster Nutrition,,-10.191989,14.476341
,KAYES,Kayes,,TROUN,0,CSCOM,,,,,Cluster Nutrition,,-11.10952,14.804981
,KAYES,NIORO,,TROUNGOUMBE,0,CSCOM,,,,,Cluster Nutrition,,-9.230181,15.262697
ML04R08C018,SEGOU,TOMINIAN,ML04R08,TURULA,ML04R08C018,CSCOM,16-Jun-1997,11,24,OUI,OMS Survey,,-4.595075024,13.10303822
ML07R01C022,GAO,GAO,ML07R01,WABARIA,ML07R01C022,CSCOM,15-Jan-2000,3,15,OUI,OMS Survey,,-0.03464502,16.19065173
ML02R03C019,KOULIKORO,DIOILA,ML02R03,WACORO,ML02R03C019,CSCOM,15-Sep-1997,5,25,OUI,OMS Survey,,-6.695277651,12.59916685
,KAYES,Yelimane,,WAIKANOU,0,CSCOM,,,,,Cluster Nutrition,,-10.138531,15.347464
ML04R07C030,SEGOU,SAN,ML04R07,WAKI,ML04R07C030,CSCOM,1-Jun-2005,11,62,OUI,OMS Survey,,-4.825555274,12.84166624
,TOMBOUCTOU,Niafunke,,WAKO (NF),0,CSCOM,,,,,Cluster Nutrition,,-3.959283,15.783635
ML03R05C017,SIKASSO,KOLONDIEBA,ML03R05,WAKORO,ML03R05C017,CSCOM,1-Jun-2001,7,30,NON,OMS Survey,,-6.720008026,10.90701447
ML05R07C021,MOPTI,TENENKOU,ML05R07,WALLO,ML05R07C021,CSCOM,1-Nov-1997,10,65,NON,OMS Survey,,-4.5661,14.73283
ML06R03C016,TOMBOUCTOU,GOUNDAM,ML06R03,WANA,ML06R03C016,CSCOM,30-Sep-1999,15,13,OUI,OMS Survey,,-3.67986,17.0033
ML02R08C020,KOULIKORO,NARA,ML02R08,WAOUROU,ML02R08C020,CSCOM,1-Jan-2005,5,140,OUI,OMS Survey,,-8.21388,14.83149
ML03R01C047,SIKASSO,SIKASSO,ML03R01,WAYERMA,ML03R01C047,CSCOM,1-Feb-2001,10,2,OUI,OMS Survey,,-5.665350333,11.31303129
ML03R01C048,SIKASSO,SIKASSO,ML03R01,WAYERMA 1,ML03R01C048,CSCOM,1-Jan-2011,3,1,OUI,OMS Survey,,-5.664,11.33
ML03R02C035,SIKASSO,BOUGOUNI,ML03R02,WOLA,ML03R02C035,CSCOM,1-Jan-1997,7,150,OUI,OMS Survey,,-6.672680026,11.73470397
ML04R02C021,SEGOU,BAROUELI,ML04R02,WONDOBOUGOU,ML04R02C021,CSCOM,1-May-2005,9,37,OUI,OMS Survey,,-6.56525,12.86136
ML03R03C015,SIKASSO,KADIOLO,ML03R03,WORONI,ML03R03C015,CSCOM,2-Jul-2001,5,38,OUI,OMS Survey,,-5.593,10.79
ML03R06C039,SIKASSO,KOUTIALA,ML03R06,YAFOLA,ML03R06C039,CSCOM,18-Oct-2006,4,55,OUI,OMS Survey,,-5.119183025,12.4020501
ML01R07C024,KAYES,YELIMANE,ML01R07,YAGUINE,ML01R07C024,CSCOM,1-Dec-2009,2,15,OUI,OMS Survey,,-10.72265866,15.12778247
ML03R08C015,SIKASSO,YANFOLILA,ML03R08,YANFOLILA CENTRAL,ML03R08C015,CSCOM,5-May-2002,14,,,OMS Survey,,-8.152221777,11.17472522
ML03R08C000,SIKASSO,YANFOLILA,ML03R08,YANFOLILA CSREF,ML03R08C000,CSRef,12-Feb-2011,0,290,,OMS Survey,,-8.152221777,11.17472522
ML04R03C027,SEGOU,BLA,ML04R03,YANGASSO,ML04R03C027,CSCOM,1-Mar-1996,17,0,OUI,OMS Survey,,-5.322660025,13.0711941
ML04R07C031,SEGOU,SAN,ML04R07,YASSO,ML04R07C031,CSCOM,1-Jul-2007,4,70,NON,OMS Survey,,-4.677133399,13.13238097
ML04R08C019,SEGOU,TOMINIAN,ML04R08,YASSO,ML04R08C019,CSCOM,10-Jan-1995,20,22,OUI,OMS Survey,,-4.677133,13.132381
ML02R06C044,KOULIKORO,KATI,ML02R06,YELEKEBOUGOU,ML02R06C044,CSCOM,24-Jun-2002,18,30,OUI,OMS Survey,,-8.041022777,12.97232097
ML01R07C025,KAYES,YELIMANE,ML01R07,YELIMANE CENTRAL,ML01R07C025,CSCOM,27-Dec-2010,1,74,OUI,OMS Survey,,-10.57526628,15.1176821
ML01R07C000,KAYES,YELIMANE,ML01R07,YELIMANE CSREF,ML01R07C000,CSRef,1-Jan-1996,0,150,,OMS Survey,,-10.57526628,15.1176821
,MOPTI,BANDIAGARA,ML05R02,YENDOUMA,0,CSCOM,,,,,Cluster Nutrition,,-3.240276,14.55776
ML05R02C024,MOPTI,BANDIAGARA,ML05R02,YENDOUMA-SOGOL,ML05R02C024,CSCOM,1-Mar-2009,7,67,OUI,OMS Survey,,-3.240580082,14.55494022
ML04R02C022,SEGOU,BAROUELI,ML04R02,YEREBOUGOU,ML04R02C022,CSCOM,11-Jun-2010,7,47,OUI,OMS Survey,,-6.57228,13.10946
ML01R06C022,KAYES,NIORO,ML01R06,YERERE,ML01R06C022,CSCOM,1-Jan-2002,6,18,OUI,OMS Survey,,-9.425416654,15.25596622
ML05R03C020,MOPTI,BANKASS,ML05R03,YIRA,ML05R03C020,CSCOM,6-Aug-2010,13,105,OUI,OMS Survey,,-3.345001273,13.37758647
ML03R01C049,SIKASSO,SIKASSO,ML03R01,YIRIGANSO,ML03R01C049,CSCOM,15-Mar-2010,2,40,,OMS Survey,,-6.09,11.7
,SIKASSO,Kignan,,YIRIGANSO,0,CSCOM,,,,,Cluster Nutrition,,-6.089742,11.702652
ML04R01C025,SEGOU,SEGOU,ML04R01,YOLO,ML04R01C025,CSCOM,1-Jan-2002,19,93,OUI,OMS Survey,,-5.6310044,13.6350576
ML05R06C020,MOPTI,KORO,ML05R06,YORO,ML05R06C020,CSCOM,1-Dec-1997,9,145,NON,OMS Survey,,-2.134427897,14.27576485
